cpu_percent,ram_percent,disk_read_Bps,disk_write_Bps,net_in_Bps,net_out_Bps
3.9,43.3,0,692224,0,0
3.1,43.3,0,782336,0,0
3.1,43.3,0,614400,196,134
2.5,43.3,0,692224,0,0
1.9,43.2,0,761856,0,0
2.0,43.2,0,716800,392,268
2.8,43.2,0,1032192,0,0
3.8,43.2,0,925696,458,354
2.3,43.2,0,614400,0,0
2.5,43.2,0,552960,196,134
3.0,43.1,0,565248,196,134
2.6,43.2,0,544768,0,110
1.4,43.2,0,970752,579,579
2.8,43.1,0,618496,0,0
5.9,43.1,0,544768,0,0
2.8,43.1,0,552960,196,134
2.8,43.2,0,548864,0,0
2.1,43.2,0,876544,0,0
1.5,43.1,0,1015808,110,134
2.8,43.1,0,1007616,282,662
2.6,43.1,0,1536000,241,184
3.3,43.1,0,1011712,0,0
2.5,43.1,0,1007616,262,220
4.5,43.2,0,1114112,86,161
5.4,43.2,0,1011712,86,161
5.9,43.2,40960,19075072,520,491
1.9,43.2,0,753664,0,0
2.9,43.2,0,765952,716,837
3.4,43.2,0,757760,196,295
1.8,43.1,0,753664,86,0
2.4,43.2,0,761856,196,134
1.3,43.1,0,688128,0,0
1.9,43.1,0,839680,0,0
1.4,43.2,0,622592,0,0
2.3,43.1,0,618496,0,0
4.9,43.2,0,614400,196,134
4.1,43.2,0,700416,157,115
4.8,43.2,0,618496,0,0
5.3,43.3,0,901120,196,295
3.0,43.1,0,552960,282,295
5.8,43.2,0,618496,0,0
3.9,43.2,0,684032,0,0
4.6,43.2,0,905216,336,400
16.1,44.4,0,782336,66,0
4.9,44.6,0,684032,13250,6697
6.2,44.8,0,622592,16280,9534
3.1,44.8,0,548864,64929,1753
2.0,44.8,0,573440,2211,354
2.6,44.8,0,552960,110,134
17.7,45.2,0,548864,476,86
2.9,45.2,0,806912,508,622
2.6,45.2,0,1011712,0,95
3.1,45.2,0,1007616,7062,13360
4.0,45.3,0,1716224,0,0
8.3,45.6,8192,1421312,0,293
13.2,45.7,0,2990080,62744,28862
28.4,46.4,0,23019520,99408,256011
15.6,46.4,0,1105920,197114,50704
5.1,46.4,0,770048,10054,8124
3.3,46.4,0,614400,478,590
3.8,46.4,0,761856,280,236
3.1,46.3,0,1208320,0,86
2.5,46.3,0,614400,7077,4549
3.1,46.3,0,622592,128,223
5.9,46.2,0,806912,715,1398
9.0,46.2,4096,1036288,8029,19029
6.0,46.1,0,622592,3357,8346
5.1,46.1,0,622592,1831,8276
5.2,46.1,0,544768,0,0
6.3,46.1,0,552960,196,134
6.8,46.1,0,618496,3855,32138
4.1,46.1,0,905216,3689,16440
4.4,46.0,0,1011712,1261,8042
4.0,46.0,0,2322432,1906,8149
16.0,46.1,0,1011712,42738,84186
8.3,46.2,0,1011712,11487,2567
4.3,46.1,0,1007616,854,565
13.8,46.2,0,1003520,1526,1212
10.5,46.2,0,1036288,1136,664
10.3,46.2,0,1007616,684,648
7.0,46.2,0,1003520,250,301
4.2,46.3,0,1011712,90,196
4.4,46.3,0,1007616,1100,785
9.9,46.4,0,1003520,4707,16014
5.7,46.4,0,3137536,13288,31774
6.4,46.4,0,1572864,8800,38371
14.5,46.4,0,33005568,14645,35870
6.0,46.4,0,765952,5590,24128
8.0,46.5,0,1048576,7601,8524
3.6,46.3,0,602112,86,161
7.9,44.9,0,7368704,8009,7815
6.5,44.7,0,548864,7192,3315
6.9,43.3,0,684032,1236,726
3.5,43.2,0,557056,0,0
7.2,43.3,0,704512,0,0
4.5,43.0,0,544768,196,134
4.1,43.0,0,880640,407,502
3.3,43.1,0,1089536,778,15328
2.4,43.1,0,1003520,4152,671
2.8,43.1,0,1015808,564,786
5.0,43.1,0,1007616,5222,15300
1.5,43.0,0,1347584,42,62
4.9,43.0,0,1114112,196,134
5.8,43.1,0,1007616,0,0
3.6,43.1,0,1867776,0,0
2.6,43.1,0,1011712,392,268
1.9,43.0,0,1007616,0,0
2.8,43.1,0,1003520,392,268
3.6,43.1,0,1011712,110,357
4.8,43.1,0,1196032,307,86
3.3,43.0,0,1003520,196,134
5.8,43.1,0,1560576,0,0
3.4,43.1,0,1007616,431,276
5.1,43.0,0,1003520,8818,23525
6.5,43.0,0,1101824,996,459
5.6,43.1,0,1994752,196,134
4.9,43.0,0,29818880,90,196
4.4,43.1,0,761856,5288,15646
5.4,43.2,0,757760,0,0
3.6,43.2,0,761856,392,429
3.9,43.2,0,696320,86,161
12.6,43.7,0,757760,0,0
10.6,44.4,0,1118208,11270,6432
17.9,44.8,0,552960,9307,15687
2.1,43.2,0,557056,394,579
3.6,43.2,0,798720,548,416
3.5,43.2,0,552960,0,0
1.8,43.1,0,618496,392,268
2.3,43.1,0,684032,196,134
1.6,43.1,0,557056,0,0
2.5,43.1,0,626688,196,134
2.8,43.0,0,548864,0,0
4.6,43.0,0,552960,120,160
4.5,43.0,0,548864,0,0
4.9,43.0,0,1101824,0,0
7.3,43.0,0,765952,13909,12343
2.8,43.1,0,942080,20804,8872
2.0,43.0,0,1003520,282,295
2.3,43.0,0,1011712,12831,8378
2.7,43.0,0,1024000,928,381
2.4,43.0,0,1003520,42,62
2.4,43.0,0,1011712,0,0
3.8,43.0,0,1007616,6980,4635
4.4,43.1,0,1544192,6796,4122
3.3,43.1,0,1011712,42,0
4.1,43.1,0,1007616,434,268
3.3,43.0,0,2629632,528,738
4.0,42.8,0,1310720,368,5283
4.5,41.1,0,23662592,1559,564
6.0,41.0,0,753664,735,759
3.4,41.1,0,761856,282,295
10.2,41.2,12288,983040,1846,876
5.3,41.3,0,761856,9366,16409
6.2,41.3,0,692224,9071,3795
5.8,41.3,0,704512,7429,3631
12.9,41.3,0,2228224,62255,25322
15.2,41.5,0,745472,108837,36894
22.5,41.8,8192,1314816,122241,17032
10.0,41.5,8192,1286144,6069,1467
3.4,41.5,0,1011712,478,527
3.3,41.5,0,1511424,86,161
3.5,41.3,0,1703936,196,295
4.7,41.2,0,1015808,152,86
4.9,41.2,0,1241088,0,0
6.2,41.3,0,1105920,0,0
8.3,41.3,0,4509696,392,268
4.0,41.3,0,1007616,0,0
4.0,41.2,0,1003520,392,268
6.0,41.2,0,978944,110,134
3.6,41.2,0,974848,172,106
6.4,41.2,0,987136,196,134
4.4,41.3,0,978944,0,4094
10.9,41.2,0,1499136,7684,10371
2.5,41.3,0,970752,0,6134
9.0,41.2,0,1568768,14722,21816
4.0,41.3,0,1105920,196,134
4.8,41.1,0,1069056,6754,4294
3.9,41.1,0,2002944,402,561
2.3,41.0,0,1007616,0,0
4.3,41.0,0,1003520,434,491
4.6,41.0,32768,41422848,0,3950
4.3,40.9,0,8888320,8833,7661
3.1,40.9,0,548864,86,0
3.3,40.9,0,618496,0,0
3.3,40.9,0,1110016,0,0
2.0,40.9,0,622592,478,429
4.1,41.1,0,737280,0,0
6.1,41.2,0,544768,482,378
4.3,41.0,0,696320,196,134
3.6,41.1,0,704512,0,0
3.8,41.0,0,655360,892,244
4.4,41.0,0,2101248,0,110
3.0,41.0,0,978944,0,0
3.5,41.0,0,970752,86,98
7.4,40.9,0,2260992,0,0
3.8,40.9,0,974848,196,134
2.1,40.9,0,2150400,0,0
1.8,40.8,0,1507328,348,381
2.0,40.8,0,1007616,110,453
2.9,40.9,0,970752,437,381
4.4,41.0,0,978944,0,0
1.9,41.0,0,1007616,110,220
2.0,41.0,0,970752,152,0
2.8,41.0,0,1011712,0,0
1.6,41.0,0,1572864,0,0
4.3,41.0,0,970752,605,419
2.5,41.0,0,1110016,368,212
1.8,41.0,0,974848,564,590
2.1,41.1,0,970752,282,295
1.6,41.0,0,1081344,213,151
2.4,41.0,0,2052096,564,401
2.1,41.0,32768,35758080,327,172
4.1,41.1,0,761856,252,388
7.8,41.1,0,757760,570,604
4.8,41.1,0,684032,251,302
2.8,41.0,0,622592,282,330
3.9,41.0,8192,712704,412,417
5.5,41.0,0,753664,2133,9576
6.0,41.0,0,622592,0,0
4.9,41.0,0,757760,196,295
6.6,41.0,0,856064,0,0
4.5,41.0,0,622592,86,161
3.3,41.0,0,548864,1690,8725
3.8,41.0,0,802816,0,0
5.1,41.0,0,585728,0,0
5.2,41.0,0,618496,392,268
4.3,41.0,0,684032,0,0
5.1,41.0,0,552960,2074,9073
8.6,41.0,0,618496,1056,23172
14.0,41.1,0,614400,30847,15287
6.8,41.0,0,552960,2935,444
10.5,41.1,0,548864,1831,530
9.2,41.1,0,1310720,1463,947
14.7,41.2,0,552960,17285,19507
10.4,41.2,0,634880,878,424
12.3,41.4,0,1478656,1206,6798
11.2,41.4,0,1011712,2405,655
11.2,41.5,0,1007616,1410,966
12.4,41.7,0,1003520,4710,8761
6.1,41.7,0,1011712,5363,8904
3.5,41.7,0,1007616,165,1060
2.9,41.7,0,17465344,0,0
25.5,42.7,0,774144,1050,8989
8.1,42.8,0,1146880,14230,7459
2.5,42.8,0,598016,15137,6283
3.0,42.8,0,892928,28074,14111
14.9,43.3,0,999424,27044,11375
17.4,43.7,0,1093632,2151,651
9.9,41.6,0,692224,1998,892
2.6,41.6,0,733184,670,370
2.5,41.6,0,614400,196,240
3.3,41.6,0,557056,86,106
1.4,41.5,0,757760,0,0
2.4,41.5,0,544768,0,0
2.8,41.5,0,819200,0,0
2.9,41.5,0,618496,238,302
2.8,41.2,0,544768,0,0
3.0,41.2,0,651264,282,401
2.5,41.2,0,548864,813,10178
3.7,41.1,0,753664,1364,966
3.0,41.1,0,3182592,0,0
3.1,41.1,0,1007616,0,86
3.8,41.1,0,1544192,132,86
3.6,41.2,0,1011712,0,0
1.9,41.2,0,1007616,86,98
2.1,41.2,0,1003520,392,268
2.4,41.2,0,1544192,196,295
3.5,41.2,0,1150976,336,208
4.4,41.3,0,1003520,884,9153
6.6,41.3,0,1011712,898,408
3.8,41.3,0,1007616,196,134
4.1,41.3,0,1003520,86,161
4.8,41.3,0,978944,0,0
14.2,42.2,8192,34955264,0,0
7.8,42.5,0,753664,9059,6019
5.3,42.6,0,761856,6957,898
22.2,41.7,0,1462272,2007,3781
20.5,43.1,0,815104,282,295
20.5,43.2,0,761856,4701,5131
6.9,43.3,1130496,843776,11044,1763
15.2,42.1,19001344,2867200,1039,8160
15.7,42.2,34480128,720896,4581,13887
30.1,43.6,18149376,548864,8802,6316
6.0,43.7,16384,634880,11077,6298
6.4,43.9,0,552960,30313,7853
4.0,44.0,0,634880,52037,764
7.9,44.1,0,929792,2262,8231
13.8,44.3,0,622592,726,220
3.0,42.5,0,548864,997,1581
5.5,42.6,0,544768,86,0
17.3,43.6,0,1101824,4823,3648
18.7,44.1,0,1007616,2460,6200
6.5,44.2,0,1441792,16215,11605
5.2,42.7,0,1552384,354,530
4.4,42.4,0,1007616,0,0
4.8,42.4,0,1003520,196,134
5.6,42.3,1273856,1011712,86,106
11.4,42.5,507904,1007616,1009,7987
5.5,42.5,0,1003520,2950,8994
7.5,42.5,0,1011712,2008,811
8.4,42.4,32768,1007616,86,204
5.4,42.4,49152,1003520,0,0
4.9,42.3,0,1011712,196,240
5.5,42.3,0,1015808,0,0
4.5,42.2,0,1003520,0,0
4.3,42.2,131072,35954688,392,268
5.5,42.2,81920,757760,110,134
5.8,42.2,7905280,1155072,434,381
24.1,43.8,8732672,876544,654,654
8.3,44.1,0,688128,15126,6483
6.3,44.1,65536,978944,8472,8271
4.4,43.9,0,2809856,18797,2081
2.8,43.9,0,548864,31621,435
7.4,44.1,0,684032,19824,86
17.9,44.3,0,692224,0,172
3.5,44.3,0,692224,508,430
5.4,44.3,0,991232,0,0
3.0,42.1,16384,827392,438,615
4.9,42.0,0,2322432,156,148
3.4,42.0,0,1044480,392,535
5.0,42.0,16384,1011712,0,0
4.3,42.0,0,1007616,0,86
19.1,43.4,4096,1118208,262,134
6.5,43.4,0,1208320,15191,7007
19.2,43.9,0,1470464,66,0
4.2,42.2,0,1003520,704,736
3.8,42.2,0,1232896,0,0
4.3,42.2,0,1007616,544,515
5.8,42.2,0,1003520,0,0
4.4,42.2,0,1024000,196,134
4.8,42.2,0,1224704,196,134
4.0,42.1,16384,1003520,0,0
2.9,42.1,0,1011712,42,62
2.4,42.1,0,1007616,155,437
5.3,42.1,2506752,1011712,0,0
3.4,42.1,0,1097728,282,232
4.4,42.1,0,25849856,158,116
27.9,43.8,0,1110016,368,456
17.4,44.4,0,761856,11188,6432
17.4,44.5,0,552960,5575,7452
11.3,44.7,0,753664,54340,3376
6.5,44.7,16384,3739648,25123,749
2.3,44.7,0,610304,348,381
18.0,45.1,0,544768,0,86
4.0,45.2,0,622592,312,382
3.8,45.2,0,614400,478,374
3.5,45.2,0,544768,286,330
2.5,45.2,0,942080,196,134
4.5,45.1,0,1114112,110,134
5.0,45.1,0,4812800,86,0
10.5,45.2,0,16384,586,4289
18.2,46.7,0,1007616,15394,21676
5.6,46.8,0,1003520,13054,6649
4.0,46.8,0,1208320,26644,19233
20.8,47.3,0,1007616,59425,9243
19.2,46.0,0,1282048,312,640
11.8,46.8,0,1302528,5068,5783
5.8,47.0,0,974848,11848,4853
4.0,47.1,0,970752,26439,7446
14.0,47.1,0,1622016,53994,11016
18.9,47.6,0,974848,110,220
19.6,47.9,0,970752,308,234
4.8,45.9,0,1081344,468,702
6.3,45.8,0,974848,0,0
4.3,45.8,0,987136,605,419
3.6,45.8,0,1077248,392,240
5.3,45.7,0,1105920,282,134
14.1,46.3,32768,26705920,0,0
14.8,47.2,0,761856,5204,5672
9.3,47.3,0,1122304,11824,4916
7.2,47.3,0,757760,26068,6734
6.2,47.2,0,1032192,53639,936
6.7,47.2,0,618496,74,74
14.1,47.4,0,790528,0,0
10.4,47.6,0,761856,550,664
2.6,47.6,0,757760,74,74
4.1,47.3,0,745472,20295,21105
3.6,45.4,0,1171456,4364,2608
5.0,45.4,0,618496,282,295
4.4,45.4,36864,581632,0,0
3.9,45.3,196608,1142784,200,330
6.6,45.4,2478080,1232896,152,86
15.7,46.0,0,1269760,0,0
12.1,47.0,0,1114112,9452,6609
8.8,47.1,0,1204224,7779,7697
16.5,47.5,0,1003520,47852,13598
8.4,45.7,0,1011712,508,774
21.0,46.8,1150976,1376256,86,161
9.3,47.1,0,1003520,9060,6019
8.3,47.0,0,1642496,7867,5964
17.8,47.3,0,1007616,12695,2414
11.2,46.5,248705024,1449984,156,492
2.6,46.6,0,1011712,213,151
1.4,46.5,0,1007616,282,106
1.6,46.4,0,974848,196,134
6.2,46.3,0,978944,970,1971
3.6,46.2,0,974848,1005,895
3.8,46.2,0,26394624,338,463
2.3,46.1,0,774144,392,429
16.1,45.3,0,970752,11599,27800
22.3,43.7,0,1052672,44622,87299
17.0,42.8,0,712704,34476,38324
6.5,42.3,0,860160,51762,31123
5.8,40.8,0,679936,43454,26135
3.5,40.0,0,692224,28126,16743
3.8,38.8,0,806912,20584,8913
14.8,38.6,3588096,2506752,7062,8712
12.0,39.6,0,622592,31704,22221
8.4,39.7,0,548864,38216,21282
5.8,39.7,8192,1445888,63734,19748
6.8,39.7,0,1024000,11245,1335
6.4,39.7,0,1638400,2339,3059
15.6,39.9,0,2428928,10832,12107
9.0,40.1,0,978944,508,6454
6.2,40.1,0,1007616,1428,491
5.3,40.1,0,999424,0,0
3.4,40.1,0,1511424,86,161
8.5,40.1,0,974848,86,98
5.9,40.1,0,1003520,520,652
5.4,40.1,0,1081344,0,0
6.4,40.1,0,2600960,0,0
4.9,40.0,0,1191936,196,134
4.8,40.1,16384,1044480,86,161
3.9,40.0,0,2187264,492,330
5.2,40.0,0,1282048,660,1928
5.0,40.0,0,1146880,7368,8827
3.8,40.0,0,1208320,152,86
5.3,39.9,0,1101824,0,0
6.2,40.0,0,1212416,0,0
6.8,39.9,49152,30969856,0,0
6.2,39.9,0,798720,86,106
5.5,39.9,0,761856,0,0
5.7,39.8,0,757760,0,0
5.3,39.8,0,753664,0,0
4.4,39.8,0,692224,0,0
5.4,39.8,0,847872,0,0
6.2,39.8,0,753664,0,0
4.0,39.7,0,622592,110,0
4.6,39.8,0,618496,983,517
5.8,39.7,0,684032,330,0
5.8,39.8,0,2080768,968,757
33.6,41.4,78516224,4354048,30034,12146
61.8,42.6,13205504,1925120,3575659,128772
56.3,43.1,9121792,3825664,2474924,91372
71.9,43.9,5046272,5484544,3646418,127570
58.6,44.5,753664,1019904,3270672,138476
62.2,44.8,3883008,3960832,2082154,55253
42.7,44.9,167936,2289664,238901,80163
21.0,44.8,0,1527808,10753,9873
46.5,45.3,262144,2023424,321033,32869
35.5,45.5,4096,1048576,1390564,21244
24.3,45.5,57344,3743744,8097,14646
12.7,45.5,16384,1626112,2689719,43596
16.3,45.4,0,1273856,1503,898
20.6,45.4,131072,1347584,4579,7015
12.3,40.6,176128,5296128,11538,49623
4.3,40.4,0,1105920,66,86
4.1,40.3,0,1101824,0,0
4.7,40.2,0,1212416,110,0
6.4,40.1,573440,1208320,0,0
6.0,40.0,2129920,96436224,0,0
6.0,39.9,0,1015808,42,62
4.0,39.8,0,757760,110,0
5.2,39.8,0,909312,110,0
4.8,39.6,0,692224,0,0
5.9,39.2,139264,2613248,259,5076
6.2,39.3,0,1077248,1062,172
28.9,37.8,0,847872,22055,19020
11.3,38.2,8192,552960,6831,184
9.6,38.3,0,700416,705,1273
5.3,38.2,0,544768,8660,15899
10.9,38.2,0,868352,3098,809
20.1,38.4,0,3776512,176,160
9.2,38.4,0,1839104,8559,4349
10.5,38.4,0,2105344,21190,27344
8.2,38.3,0,1110016,9722,5738
8.9,38.3,0,2113536,5772,1918
10.0,38.3,32768,25051136,3789,1871
4.0,38.3,0,1617920,1424,290
4.8,38.3,0,1118208,6882,4415
20.8,38.5,0,1011712,352,399
16.5,38.6,0,2547712,8809,3378
8.5,38.6,0,8519680,66,0
6.9,38.5,0,1085440,326,2716
6.4,38.5,0,974848,0,2948
4.0,38.4,0,970752,0,1474
6.1,37.8,0,1118208,0,0
5.7,37.8,0,1036288,0,1474
3.4,37.7,0,1118208,0,0
3.5,37.7,0,1077248,0,0
5.0,37.7,311296,89096192,461,517
3.9,37.7,0,753664,66,1560
4.4,37.7,0,761856,0,0
2.9,37.8,0,688128,0,0
3.9,37.7,0,1003520,0,0
2.1,37.6,0,552960,0,0
1.7,37.6,0,688128,0,0
2.4,37.6,0,716800,0,0
2.4,37.6,0,1802240,140,3579
3.0,37.6,0,618496,264,1647
3.1,37.7,0,614400,155,936
4.8,37.7,0,622592,261,172
4.9,37.8,0,614400,66,451
4.8,37.8,0,544768,0,0
3.6,37.8,0,1257472,42,62
2.6,37.8,0,724992,90,196
12.3,38.5,0,630784,0,451
15.7,39.1,0,589824,11539,6396
7.5,39.3,0,880640,6099,8379
4.3,39.4,0,1003520,26467,7004
5.4,39.4,0,1011712,51602,764
4.6,39.3,0,1249280,1819,86
16.4,39.6,0,2330624,0,0
6.0,37.8,0,1302528,624,2410
2.0,37.8,0,1007616,264,831
4.6,36.8,0,1560576,3396,12744
5.0,33.8,0,1175552,42355,19728
3.1,31.3,0,974848,312,468
5.1,31.3,0,970752,312,3014
5.4,31.2,0,978944,16242,17909
3.3,31.1,0,24981504,126,218
1.6,31.1,0,753664,192,308
1.7,31.0,0,761856,2824,222
3.6,31.1,0,757760,2977,224
2.1,31.1,0,753664,1505,112
1.6,31.1,0,761856,0,0
3.4,31.0,0,757760,0,0
6.0,31.2,0,614400,0,0
3.0,31.2,0,1802240,0,0
3.2,31.0,0,618496,0,451
4.3,31.1,0,827392,1813,9536
16.3,32.4,0,552960,4626,3318
3.4,32.3,0,819200,2616,2104
16.8,32.8,0,950272,6123,974
8.0,31.4,0,552960,3915,9745
17.5,32.6,0,618496,4718,3466
7.3,32.7,0,1404928,5250,2924
3.6,32.8,0,561152,6608,3077
2.8,32.8,0,561152,14215,3312
2.9,32.8,0,544768,24345,172
7.7,32.9,0,880640,4551,368
11.4,33.3,0,1007616,2558,1800
2.9,33.3,0,1003520,8808,3325
7.4,33.3,0,1015808,1821,1560
2.6,33.3,0,1007616,14419,7251
2.4,33.3,0,1007616,3320,1923
1.9,33.3,0,1011712,0,0
2.8,33.2,0,1011712,0,0
7.4,33.1,0,1523712,878,4795
2.6,33.1,0,1011712,528,0
3.4,33.0,0,1011712,0,106
12.7,33.0,0,1003520,0,0
7.7,33.0,0,18653184,0,10098
4.3,33.0,0,811008,843,172
3.9,33.0,0,753664,0,0
4.8,33.0,0,692224,0,86
1.9,32.9,0,688128,66,0
2.3,32.9,0,684032,0,0
5.3,32.9,0,622592,0,451
11.4,33.1,8192,1875968,369,3160
8.9,33.2,0,1675264,19542,18670
6.3,33.2,0,835584,6789,86
5.5,33.2,0,1007616,0,0
5.4,33.2,0,1028096,6726,4036
7.0,33.2,0,1552384,0,0
8.0,33.1,0,1007616,0,430
6.0,33.2,0,1003520,924,1194
9.8,33.2,8192,1015808,6754,4157
6.7,33.2,0,1007616,66,0
7.5,33.3,0,3174400,5710,1755
8.2,33.2,0,1503232,23212,9408
25.1,34.0,0,1155072,69528,214079
12.1,34.1,8192,1003520,1094,16174
15.6,34.0,0,991232,64225,69160
8.1,34.0,0,987136,165465,11867
4.7,33.9,0,1150976,5340,21130
7.7,33.9,0,1404928,4859,39682
6.4,33.8,0,1257472,2635,16197
6.0,33.8,0,1253376,3013,15568
6.3,33.7,0,2600960,4316,16013
5.2,33.7,0,1646592,198,7627
5.0,33.7,0,1003520,1969,8456
2.9,33.7,0,29597696,1321,8622
3.3,33.7,0,757760,0,0
5.5,33.7,0,757760,66,175
2.5,33.7,0,692224,144,172
1.4,33.6,0,757760,66,0
5.4,33.6,0,753664,3313,24175
4.4,33.6,0,622592,1581,15441
4.5,33.5,0,737280,1669,15553
6.4,33.6,0,913408,1525,18588
4.9,33.5,0,811008,3600,25506
4.4,33.5,0,630784,7755,24596
2.1,33.5,0,544768,2332,719
5.0,33.6,0,671744,210,261
5.4,33.6,0,618496,1796,9392
3.9,33.6,0,684032,66,175
3.4,33.5,0,782336,1778,9044
3.5,33.5,0,1806336,66,0
3.5,33.6,0,561152,0,0
2.4,33.6,0,1855488,0,0
3.4,33.6,0,1110016,1308,8454
4.5,33.4,0,1003520,0,0
7.0,33.3,0,1011712,0,0
5.9,33.3,0,1421312,211,262
3.4,33.3,0,1003520,1544,8898
5.3,33.3,0,1011712,0,0
4.0,33.3,0,1007616,0,0
2.6,33.3,0,1052672,0,0
4.4,33.3,0,2248704,0,0
5.6,33.3,0,1015808,617,8934
9.5,33.4,0,970752,2413,32544
10.3,33.5,0,978944,34592,45788
8.2,33.6,0,24547328,8386,943
6.3,33.7,0,753664,688,344
4.5,33.6,0,761856,870,430
4.0,33.6,0,688128,632,676
11.1,33.6,0,684032,595,172
10.8,33.6,0,692224,894,516
9.7,33.7,0,688128,942,430
8.8,33.7,0,761856,712,344
11.5,33.9,0,737280,756,551
10.5,33.9,0,1445888,1035,551
8.9,33.9,0,684032,672,344
8.0,33.9,0,552960,4121,8353
8.9,34.0,0,552960,2368,8299
7.3,33.9,0,684032,2047,15436
4.3,34.0,0,942080,3675,258
4.6,34.0,0,548864,0,0
4.8,34.0,0,548864,330,8289
4.0,34.0,0,569344,0,0
3.5,34.0,0,958464,0,0
3.6,34.0,0,1703936,0,0
4.3,33.9,8192,1011712,222,341
7.3,33.6,0,1007616,607,8025
4.9,33.6,0,1019904,800,575
0.9,33.6,0,1011712,0,0
1.6,33.5,0,974848,0,0
2.4,33.5,0,1073152,42,62
4.4,33.5,0,1028096,1022,86
2.1,33.5,0,1638400,0,86
3.1,33.4,0,970752,594,11257
3.1,33.4,0,978944,1026,207
3.4,33.5,0,19709952,0,0
1.6,33.5,0,868352,0,0
1.3,33.5,0,786432,0,0
3.0,33.6,0,688128,0,0
4.3,33.7,0,1912832,0,0
7.5,33.1,0,692224,0,0
4.1,33.1,0,548864,0,0
2.8,33.1,0,688128,1879,9370
2.1,32.9,0,692224,66,0
2.3,32.9,0,618496,0,0
2.9,32.9,0,684032,222,341
2.6,33.0,0,692224,374,427
2.0,33.0,0,548864,501,9162
2.8,33.0,0,692224,717,379
4.0,33.1,0,671744,1581,9253
2.8,33.1,0,548864,0,0
2.3,33.1,0,770048,315,321
2.0,33.1,0,557056,54,0
2.1,33.1,0,569344,0,0
2.8,33.0,0,1220608,0,0
7.1,33.0,0,1060864,66,255
2.1,33.0,0,1249280,0,0
2.8,33.0,0,1003520,90,196
2.4,33.0,0,1306624,0,0
2.5,33.0,0,974848,74,74
3.8,33.2,0,1019904,0,0
3.3,33.1,0,978944,0,0
2.6,33.1,0,1212416,0,0
1.9,33.1,0,1359872,0,0
2.1,33.1,0,978944,270,430
2.9,33.1,16384,19697664,591,748
2.8,33.1,0,753664,54,0
3.1,33.1,0,1073152,344,106
2.5,33.0,0,757760,0,0
2.1,33.0,0,753664,0,0
1.8,33.0,0,692224,0,0
2.8,33.0,0,757760,0,0
3.3,33.0,0,802816,0,0
3.4,33.1,0,622592,66,86
2.3,33.1,0,548864,0,0
4.1,33.1,0,897024,0,0
2.8,33.1,0,692224,0,0
4.8,33.3,0,688128,0,0
2.5,33.2,0,614400,42,62
9.7,33.6,0,552960,0,0
13.4,34.6,0,663552,4700,5131
8.3,34.7,0,675840,9325,4072
16.4,34.9,0,622592,2295,172
3.0,33.3,0,843776,312,468
2.2,33.4,0,544768,0,0
2.9,33.4,0,552960,222,255
5.4,33.3,0,1007616,0,0
1.6,33.3,0,1003520,0,0
2.1,33.3,0,1011712,66,86
2.0,33.3,0,1007616,0,0
1.6,33.3,0,1003520,0,0
3.9,33.4,0,1011712,221,389
2.8,33.3,0,1007616,90,196
2.3,33.2,0,1003520,0,0
2.9,33.2,0,1011712,0,0
4.8,33.2,0,1007616,66,86
5.9,33.2,0,1003520,0,0
2.8,33.1,32768,13508608,66,86
2.5,33.1,0,356352,0,0
1.9,33.1,0,753664,0,0
2.4,33.1,0,692224,0,0
2.5,33.1,0,757760,1683,9541
12.5,34.0,16384,614400,0,0
7.9,34.6,0,761856,9135,6093
2.8,34.6,0,843776,4480,737
8.3,34.8,0,946176,16025,9290
9.6,35.0,0,753664,63454,11971
17.0,35.5,0,757760,3574,344
27.6,34.6,0,544768,460,2499
12.3,34.8,0,622592,7419,3905
6.8,35.0,0,749568,8228,11398
14.6,34.0,0,614400,2328,1332
5.3,34.1,0,561152,230,290
16.0,35.1,0,626688,10433,20328
4.5,35.2,0,593920,13357,7057
8.9,35.2,0,872448,17576,3314
13.0,35.4,0,1306624,30702,13943
18.0,35.7,0,1007616,1593,258
16.0,35.9,0,1024000,86,184
7.8,33.8,0,1409024,624,850
1.6,33.7,0,1048576,0,7528
2.1,33.7,0,1015808,1389,207
0.9,33.7,0,1007616,66,86
3.1,33.6,0,1003520,0,0
4.6,33.6,0,1241088,222,255
5.5,33.5,0,1417216,12112,6617
3.4,33.5,0,18448384,90,196
4.8,33.5,0,761856,66,176
4.4,33.5,0,761856,424,524
3.8,33.3,0,1290240,358,348
3.0,33.2,0,1015808,211,262
5.5,33.3,0,757760,798,1450
5.5,33.4,0,868352,511,887
24.6,33.7,0,552960,10327,31432
10.4,33.8,8192,618496,34185,25883
17.5,34.0,0,614400,16448,9398
11.2,34.0,0,704512,21070,13695
6.4,33.8,73728,1015808,9148,17271
4.9,33.8,0,659456,9354,1374
5.0,33.8,0,552960,0,0
5.0,33.9,0,548864,13575,12608
4.9,33.9,0,684032,13476,4122
3.6,33.9,0,692224,6863,4122
4.3,33.8,0,557056,0,0
2.8,33.8,0,1003520,222,341
6.0,33.7,0,1019904,108,253
2.4,33.7,32768,1007616,0,0
4.3,33.6,6381568,2510848,14494,7250
11.1,33.6,1085440,1970176,7219,5344
6.0,33.6,0,1343488,0,1434
6.8,33.3,0,1359872,0,1050
16.7,34.0,0,1011712,13318,23068
6.4,34.0,0,1007616,19242,7586
